V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32
0.03574324949208977,-0.06114241747306498,-0.08789068635534984,0.005898574187198287,0.041474916188796146,0.005385855442838959,-5.482574755097235e-4,0.0010436565178024457,1.3008998135001704e-4,-8.3654788104073425e-05,1.161527550493425e-4,-4.69600878030823e-5,0.001437962182117361,1.1437318600682049e-4,0.0012354378356929205,0.0016273406057988324,0.01070447314862607,0.10164061860137179,-0.005303306359862061,-0.042655170725775446,8.375667043831981e-4,-0.0028197231983004708,0.0028759794162009993,-0.009296014497432404,0.10033421319071903,-0.07163578095850867,0.10009394705067827,-0.0777916331663207,-0.03185290012959128,-0.003037641280820908,0.003675373354851725,0.00880240689159426
0.03488840486254913,-0.06007375135893267,-0.08814270363001386,0.006166979365278505,0.04003665539593537,0.00563594366873035,-7.473549721606649e-4,-2.2073308932944085e-4,-5.935295309190841e-4,0.00050800636699189865,-6.310394675117261e-5,3.2072295352768493e-4,4.561204517728292e-4,7.901480246624171e-4,7.55322403070345e-4,-9.323900466856191e-4,-0.006257138374602957,-0.06948708604407729,-7.011249063184136e-5,-0.03454947656222926,-0.0016787186857220061,6.67797087172621e-4,-0.005340006830601243,-0.01039525406759389,-0.14209607201551785,0.16707961266322807,0.010999342231566622,-0.019054531489165485,0.013947694059765875,0.0032776356728005276,-0.003354919495910631,0.013729586407178418
0.03488481984877269,-0.061884866641145966,-0.08549085669534402,0.005665895890546275,0.04116998508240528,0.0057783956713863115,-5.113801810296006e-4,0.0011886947033851122,9.742792077605216e-4,0.001205259680848259,-2.6981280849452607e-4,-1.1202709251170392e-4,-9.892194355646709e-5,-0.0010268467363533154,2.200186326804767e-5,0.0017977161644677098,0.021337022523688663,0.1927522137188677,0.008806965151029265,0.2003115125588744,0.0022666386347646827,6.934323074912066e-4,1.7095620989794242e-4,-0.0014443253742866208,0.18482425537957808,0.0877897724249462,-0.07634314213471029,0.0527803229854364,0.021200015535155502,0.001437383383432774,0.0019912479475129147,-0.003044722601402087
0.037153357507242114,-0.06150351000886834,-0.08687234262386913,0.006683493833360724,0.038827924235907404,0.005180836031796632,-2.959404423686519e-4,0.0013675411067743807,2.9755543005107187e-4,0.0014675306090354853,-6.752225668276169e-4,-9.085762112172043e-4,6.704560386312841e-4,5.94224361424018e-4,-5.350546825734653e-4,1.0807378355513827e-4,0.012047397056184309,0.1202592774234398,-0.012789235838167455,-0.1658197445856646,-3.6272859435364376e-4,-0.0026229911178427636,8.307433416132012e-4,-0.005480781168822128,-0.01954985240129375,-0.1487399614359067,0.1219198935164837,-0.0789658991413169,-0.03301433123697392,-0.0015343816030161928,0.0018397112723434793,0.009516788911498965
0.03392783962937164,-0.062257933012010436,-0.08368550868968747,0.005369777201095069,0.03795858183525635,0.004905983593232154,-2.0663023604414852e-4,9.574710615212441e-4,8.654494528055689e-4,-6.81705270776314e-4,7.069015842218149e-4,7.284793506444763e-4,-1.2110912952232e-4,-5.065113003102589e-4,-0.0012960788627610564,-6.009453596967317e-4,0.015133721134689306,0.1471749611144403,-0.004197224481237563,-0.05858406224015809,0.0025211497209493955,-0.00520588508080902,-0.003577448984126448,-0.013587372462742697,0.0548834736885352,0.15014258244023826,0.1476458972983853,-0.12917548025724548,-0.024571493898648124,6.844194063256789e-4,8.315614635252912e-4,0.028836030409181135
0.03714071054767881,-0.06289925032254,-0.08921815635609302,0.006388492029818478,0.04046558438295948,0.005380271924344926,-4.612944229144435e-4,9.149476704706875e-4,1.4838227505523162e-4,0.005380292562796355,-0.0011162226475395557,-5.280610069917043e-4,4.616120903183162e-4,0.002354340942133345,-0.001184797504276996,-0.0016522642549150143,-0.006581703203461981,-0.05627826729672212,-0.004853432646981995,-0.13781386687543332,-0.0029896579703142263,-0.0055538959603521195,-0.0010639085943553893,0.007802170388993605,-0.1024576149932583,0.1277243882384592,-0.10361472610282589,0.07730093744274251,0.03322653211489963,-0.0019228225075037303,-0.0019159726414083094,-0.0031907532859680636
0.03393420733564843,-0.060257947425338465,-0.08439509940898376,0.0050862522485969315,0.03664635698103726,0.00527950979751864,-1.6480079004122119e-4,0.00158881808576283,8.11030286011418e-4,0.00266111987036468,-2.74730416564578e-4,0.0015096149970252627,-1.0860255716226579e-4,-9.745851838286149e-5,3.951525133288352e-4,-4.840847453446107e-4,0.0066475799421181515,0.06393005925069771,-0.0058201365864828875,-0.11066059057878205,-1.4601721717507417e-4,-0.0026864107127777827,-0.005486132050603315,-0.006017591143550968,-0.1377089818087412,0.1866007605685788,-0.0060076356466414295,-0.012215630663290677,0.02087313608121535,0.0052079484156424185,0.0012355181058715295,0.006568975381783037
0.03769773061623157,-0.06110142304290539,-0.08728018470815233,0.006642208191644735,0.04248805709852328,0.0053329713503291135,-2.78443207240943e-4,5.641447167522921e-4,6.25146505172345e-4,0.002990485862050252,-0.0015507306960124985,2.493583366436913e-4,-0.0010259072982528766,-0.0010018468682843175,-0.0013384023523454627,0.00031028439179989036,0.007202072269983398,0.06904662806134747,-0.0016701840103274996,0.0040024153078617,-0.002321129152107214,0.008005170008071535,8.211021089022963e-5,0.006129032300577154,-0.16180026841678216,-0.09047468845940634,0.03627672736099627,-0.017623909540229098,-0.005200619780047779,0.0010782610984637509,-0.0016638301965688084,-0.0035658675215478643
0.03608862907282322,-0.06307898027795134,-0.09091282658467013,0.0074574069094062384,0.04433489964639992,0.005888967864801938,-7.615391088747339e-4,2.1587264592156464e-4,1.6733109914453254e-4,6.375765156010198e-4,-8.277031973978647e-4,8.270084037384259e-4,4.676873141044137e-4,9.315742014000174e-4,-4.8365612648962114e-4,-7.401813489241346e-4,-0.011146002155151533,-0.12005636043565658,0.004633041568478534,0.05736718834441217,-0.001555757196136102,0.00865201845663996,-0.0032467241648255927,0.0016188902572328665,-0.16358264142344373,0.1058176661920605,0.03665535097265316,-0.03848207779541034,2.833279800147381e-4,0.00211658069694679,-0.003105117188618503,0.01078737143453282
0.03381633096846917,-0.06311775439682125,-0.08529767858591167,0.006326125919697699,0.040242199650229876,0.005683551799185568,-3.745676664496887e-4,0.0018113045623038401,9.173781795334208e-4,3.419077522126537e-4,5.325002479131018e-4,-3.4711350294257487e-4,0.0018121115964931617,8.074328392459362e-4,-2.2126701466921003e-4,-0.0011636044325887744,-0.0011921131477805854,-0.0037979887530562606,-0.005602635342956153,-0.17389144763405884,5.982554010021574e-4,-0.010837678457530087,-0.0020763723340609147,0.0016924128224549292,-0.06163192858603202,0.22516344490906143,-0.1569011794196968,0.09968914633005499,0.047502176349231484,0.00570948945569694,9.99842615218571e-5,-0.0019633998132799466
